Unnamed: 0,body,generated,score
45,รินล้น – ปรนปรุงฟุ้งฝัน พาพลัดจากปัจจุบันจาริกจารีตอดีตกาล กล่อมใจกล่อมจมบุรมบุราณ เพียรบิลต์ภาวะบรรพพิมานโรมานซ์คอสตูม บูม ฮิตฤทธิ์ลึกรสล้ำแห่งอำมฤต จิบ ณ ขณะจิตเป็นขุน คุณพระ ชั่วขณะใจหางเสียงสะบัดสัมผัสสไบ เคลิบเดิมเคลิ้มใดเจือแต่นัยยะจินตนิยมเมาเมามึนมึนผุดขึ้นดิ่งจม มอมมา ข้าก้มกอบซากเก่าซีดอดีตวิถีรอนสิทธิ์ลิดเสียงเพียงนี้ สี่ปี กี่ปี?มนุษยภาพ ราบคาบ สลายประชาธิปไตยยามหลับ ลับหาย ยามตื่น ยืนตายรัฏฐาธิปืนยืนยงปราบปรามนามธรรมจำนง ปัจจุบันบรรจงมอมรสอำมฤต – ฤทธาชายตาดูสิ มิรู้ชะตา โอ อนาถาอนาคตคด ลดเลี้ยวเพียงมองชีวิตนิดเดียว ประเทศหนอก็เปลี่ยวมิรู้ชะตาช่างน่าสงสารชิดซาก – ฉากซีด อดีตกาล บางอกตระหนกสะท้านปีปัจจุบันอันอัปลักษณ์,ข้อความนี้พูดถึงการเดินทางผ่านอดีตและปัจจุบัน โดยมีการเปรียบเทียบกับความรู้สึกและประสบการณ์ที่เกิดขึ้นในแต่ละช่วงเวลา มีการกล่าวถึงความงามและความลึกลับของอดีต และความไม่แน่นอนของอนาคตที่ทำให้รู้สึกสงสารและไม่แน่ใจเกี่ยวกับชะตากรรมของชีวิต,0.4
46,แม่ครับ แม่รู้จักประชาธิปไตยไหมผมเคยเรียนเมื่อกาลครั้งหนึ่งเขาบอกว่า อำนาจเป็นของประชาชนมันจริงหรือเปล่าครับแม่ในขณะเราดำรงชีวิตเผ่าพันธุ์ทั้งหลายคือเพื่อนพ้องสรรพสิ่งจึงล้วนเสมอภาคและอำนาจเป็นของเราทุกคนในตาว่างเปล่าของหญิงชราสองมือเหี่ยวย่นร่างบอบบางประชาธิปไตยเป็นอาหารมื้อหนึ่งเพื่อความอิ่มเอมไม่เพียงเท่านั้นต้องอิ่มเอมอย่างทั่วถึง และเป็นธรรมหากโลกนี้ว่างเปล่าจากมนุษย์กรีกอาจไม่ต้องคิดค้นระบอบประชาธิปไตยเพราะโลกนี้เต็มไปด้วยมนุษย์เราจึงต้องการประชาธิปไตยอาหารมื้อหนึ่งพออิ่มหนำสำราญบ้านหลังหนึ่งพออยู่อาศัยอบอุ่นเสื้อผ้าที่พร้อมจะปกป้องและให้ความงดงามการรักษาพยาบาลอันทั่วถึงเสรีภาพ และสันติภาพปราศจากสงครามไม่มีบัญชาจากพระเจ้ามีแต่ความต้องการของประชาชนแม่ครับ แม่รู้จักประชาธิปไตยไหม?แม่บอกว่า ประชาธิปไตยคืออาหารมื้อหนึ่งมีแต่ความต้องการของประชาชนและไม่มีบัญชาจากพระเจ้า,ข้อความนี้พูดถึงประชาธิปไตยและความสำคัญของมันในชีวิตประจำวัน ผู้พูดถามแม่เกี่ยวกับประชาธิปไตยและความหมายของมัน แม่บอกว่าประชาธิปไตยคืออาหารมื้อหนึ่งที่มีแต่ความต้องการของประชาชนและไม่มีบัญชาจากพระเจ้า,0.4
47,กอล์ฟยูโรเปี้ยนทัวร์รายการซิซิเลี่ยน โอเพ่น ที่เวอร์ดูร่า กอล์ฟ แอนด์ สปา รีสอร์ท บนเกาะซิซิลี ประเทศอิตาลี วันสุดท้ายปรากฏว่า ธอร์ปยอน โอเลเซ่น โปรเดนมาร์กวัย 22 ปี ทำผลงานตีเพิ่มเข้ามาอีก 3 อันเดอร์ คะแนนรวม 4 วัน 15 อันเดอร์ คว้าแชมป์ไปครอง โดยเฉือนชนะคริส วู้ด โปรอังกฤษที่วันสุดท้ายเร่งเครื่องตีไปถึง 8 อันเดอร์ไปเพียงสโตรกเดียวเท่านั้นส่วนการแข่งขันกอล์ฟเอเชี่ยนทัวร์ รายการพานาโซนิค โอเพ่น ที่กรุงนิว เดลี ประเทศอินเดีย แชมป์ตกเป็นของดิกวีเจย์ ซิงห์ โปรเจ้าถิ่นคะแนนรวม 4 วัน 11 อันเดอร์ เอาชนะซิดดิกูร์ โปรบังกลาเทศที่คว้าอันดับ 2 ไป 2 สโตรก ส่วนแอสกอร์ คูมาร์ ผู้นำวันที่ 3 พลาดตีเกินถึง 3 โอเวอร์ ทำให้จบที่อันดับ 8 ร่วม ขณะที่บุญชู เรืองกิต เป็นโปรไทยที่ทำผลงานดีที่สุดโดยจบที่อันดับ 4 คะแนนรวม 7 อันเดอร์,ธอร์ปยอน โอเลเซ่น โปรเดนมาร์กวัย 22 ปี คว้าแชมป์กอล์ฟยูโรเปี้ยนทัวร์รายการซิซิเลี่ยน โอเพ่น โดยเฉือนชนะคริส วู้ด โปรอังกฤษ ส่วนดิกวีเจย์ ซิงห์ โปรเจ้าถิ่นคว้าแชมป์กอล์ฟเอเชี่ยนทัวร์ รายการพานาโซนิค โอเพ่น ขณะที่บุญชู เรืองกิต เป็นโปรไทยที่ทำผลงานดีที่สุดในรายการนี้,0.7
48,วันนี้ (12 ก.ย.2559) เกิดเหตุแผ่นดินไหวที่เมืองคยองจู ประเทศเกาหลีใต้ ขนาด 5.4 ตามการอ้างอิงของสำนักธรณีวิทยาสหรัฐฯ (USGS) ห่างจากกรุงโซลไปทางทิศตะวันออกเฉียงใต้ประมาณ 371 กิโลเมตร เมื่อเวลาประมาณ 20.30 น.ตามเวลาท้องถิ่น หรือเวลาประมาณ 18.30 น.ตามเวลาในไทยสำนักข่าวยอนฮับ รายงานว่า สำนักอุตุนิยมวิทยาของเกาหลีใต้ (KMA) ระบุเหตุแผ่นดินไหวครั้งนี้มีจุดศูนย์กลางอยู่ใกล้เขตแนนัมเมียงในเมืองคยองจู มีความลึก 8 กิโลเมตร โดยก่อนหน้านี้ได้เกิดแรงสั่นสะเทือนครั้งแรกขนาด 5.1 เมื่อเวลา 19.44 น.ทางตอนใต้ของเมืองคยองจู โดยแผ่นดินไหวครั้งที่สองเมื่อเวลา 20.30 น.ได้ทำให้เกือบทั่วประเทศรับรู้แรงสั่นสะเทือน ทั้งนี้ไม่มีรายงานความเสียหายรุนแรง เบื่องต้นมีรายงานผู้บาดเจ็บ 2 คนสำนักอุตุนิยมวิทยาของเกาหลีใต้ (KMA) ระบุอีกว่าแผ่นดินไหวครั้งนี้ มีระดับแรงสั่นสะเทือนที่รุนแรงกว่าแผ่นดินไหวที่เมืองเปียงยางเมื่อเดือนมกราคม ปี 1980 ที่มีขนาด 5.3,สรุปข้อความ: วันนี้ (12 กันยายน 2559) เกิดเหตุแผ่นดินไหวที่เมืองคยองจู ประเทศเกาหลีใต้ ขนาด 5.4 ตามการอ้างอิงของสำนักธรณีวิทยาสหรัฐฯ (USGS) ห่างจากกรุงโซลไปทางทิศตะวันออกเฉียงใต้ประมาณ 371 กิโลเมตร เมื่อเวลาประมาณ 20.30 น.ตามเวลาท้องถิ่น หรือเวลาประมาณ 18.30 น.ตามเวลาในไทย สำนักข่าวยอนฮับ รายงานว่า สำนักอุตุนิยมวิทยาของเกาหลีใต้ (KMA) ระบุเหตุแผ่นดินไหวครั้งนี้มีจุดศูนย์กลางอยู่ใกล้เขตแนนัมเมียงในเมืองคยองจู มีความลึก 8 กิโลเมตร โดยก่อนหน้านี้ได้เกิดแรงสั่นสะเทือนครั้งแรกขนาด 5.1 เมื่อเวลา 19.44 น.ทางตอนใต้ของเมืองคยองจู แผ่นดินไหวครั้งที่สองเมื่อเวลา 20.30 น.ได้ทำให้เกือบทั่วประเทศรับรู้แรงสั่นสะเทือน ทั้งนี้ไม่มีรายงานความเสียหายรุนแรง เบื่องต้นมีรายงานผู้บาดเจ็บ 2 คน สำนักอุตุนิยมวิทยาของเกาหลีใต้ (KMA) ระบุอีกว่าแผ่นดินไหวครั้งนี้ มีระดับแรงสั่นสะเทือนที่รุนแรงกว่าแผ่นดินไหวที่เมืองเปียงยางเมื่อเดือนมกราคม ปี 1980 ที่มีขนาด 5.3,0.875
49,ตอนเด็กเด็ก ซื้อลูกโป่ง ยี่สิบบาทเอาเชือกพัน ผูกคาดไว้ที่แขนโน่นสีขาว สีชมพู ชุปเปอร์แมนผูกใม่แน่น ลอยฟ้า น้ำตานองนั่นลูกโป่ง ของเราลอยอยู่ บนฟ้าเล่า ข้าเจ้าของฟ้ามีเมฆ กลมยาว ขาวผ่องลอยตุ๊บป่อง กว่าลูกโป่ง ที่ลอยไปฉันเกลียดท้องฟ้า น่าใจร้ายท้องฟ้ากลาย มาปล้น โจรคนใหม่ฉันเกลียดฟ้า อย่างไม่น่าให้อภัยอีกพวกดาว มากมาย อยู่ใต้ฟ้าวันหนึ่งเห็น ดาวตก ฉันหัวเราะดาวใจเสาะ ระงม สมน้ำหน้าพลันนั้นดาว ที่ร่วงหล่น บนเวลาก็ตกอยู่ ที่บ่า โจรใจร้ายดาวสะกด จิตโจร เหมือนโหรเก่าโจรกลัวเข้า รีบกลัว กลัวโยกย้ายวิ่งไล่แย่ง ลูกโป่ง ตะเกียกตะกายดาวศรัทธา พร่างพราย ชาติชายจริงโถฉันไม่มีลูกโป่ง เธอก็ไม่มีลูกโป่งทุกอย่างโล่ง อยู่ทั่วไป ทั้งชายหญิงเมื่อลูกโป่ง เสรีภาพ ไม่มีจริงโลกทั้งมวล แน่นิ่ง เผด็จการ---------------------------------------ลูกโป่ง ลอยลมไหว เหมือนใบปลิวเป็นรอยริ้ว ของคนกล้า มหาศาลเมื่อโป่งปล่อย ปลิวปลิด หมู่มิตรมารเผด็จการ จงพินาศ ประกาศชัยโย,"ข้อความนี้เป็นเรื่องราวเกี่ยวกับลูกโป่งที่เด็กคนหนึ่งซื้อและผูกไว้ที่แขน โดยมีสีขาวและสีชมพู แต่ลูกโป่งไม่แน่นและลอยไปในอากาศ ทำให้เด็กน้อยรู้สึกเศร้าใจและไม่ชอบท้องฟ้า เพราะมันถูกปล้นโดยโจรคนใหม่

ในขณะที่เด็กน้อยมองดูดาวบนท้องฟ้า วันหนึ่งเขาเห็นดาวตกและหัวเราะ แต่เมื่อดาวตกถึงพื้น เขารู้สึกว่าดาวนั้นถูกสะกดจิตโดยโจร ทำให้โจรกลัวและวิ่งไล่แย่งลูกโป่ง

ในที่สุด ลูกโป่งก็ปลิวไปในลมเหมือนใบปลิว และเด็กน้อยรู้สึกว่าเสรีภาพไม่มีจริงในโลกที่เต็มไปด้วยเผด็จการ ข้อความนี้สื่อถึงการต่อสู้เพื่อเสรีภาพและการต่อต้านอำนาจที่ไม่เป็นธรรม",0.6
50,"มาไซ โอลิมปิก คือการแข่งขันกีฬาทุกๆสองปี เริ่มมาตั้งแต่ปี 2555 เพื่อดึงชนเผ่ามาไซในเคนยาละทิ้งพิธีกรรมโบราณ อันปฏิบัติกันมาตั้งแต่บรรพบุรุษ ตามความเชื่อที่ว่าเด็กชายมาไซทุกคนเกิดมาเพื่อเป็นนักรบ ต้องล่าสิงโต เมื่อถึงเวลาก้าวสู่วัยเป็นนักรบโมแรนอย่างเต็มตัว,เด็กหนุ่มชาวมาไซยังคงได้จับหอกพุ่งเพื่อพิสูจน์ความพร้อมเป็นนักรบ เพียงแต่ไม่ได้พุ่งหอกใส่สิงโตอีกแล้ว พวกเขาแข่งกันว่าใครจะขว้างหอกออกไปได้ไกลกว่ากัน,ทิปาเป เลกาตู หนุ่มมาไซวัย 20 ปี ผู้ชนะ เจ้าของสถิติพุ่งหอกไกล 55.7 เมตร บอกว่า เงินรางวัลที่ได้จะไม่ใช้จ่ายเพื่อการศึกษาวิชาจัดการท่องเที่ยวของผม แต่ผมยินดีมากที่มันจะช่วยให้ชุมชนตระหนักถึงผลร้ายของการล่าสิงโต,ขณะที่ เดวิด รูดิชา เจ้าของเหรียญทองมาไซโอลิมปิกถึงสองสมัย สถิติ 800 เมตร กล่าวว่า การแข่งขันรายการนี้คือการต่อสู้เพื่อให้การฆ่าสิงโตลดน้อยลง,ประชากรสิงโตทั่วทวีปแอฟริกาที่เคยมีอยู่ 100,000 ตัว แต่ในช่วง 20-30 ปีที่ผ่านมาจนถึงปัจจุบัน จำนวนพวกมันลดลงเหลือเพียง 25,000 ตัวเท่านั้น จนเกิดวิตกว่ามันจะสูญพันธุ์ในอีกไม่ช้าไม่นาน.","มาไซ โอลิมปิก คือการแข่งขันกีฬาทุกๆสองปี เริ่มมาตั้งแต่ปี 2555 เพื่อดึงชนเผ่ามาไซในเคนยาละทิ้งพิธีกรรมโบราณ ตามความเชื่อที่ว่าเด็กชายมาไซทุกคนเกิดมาเพื่อเป็นนักรบ ต้องล่าสิงโต เมื่อถึงเวลาก้าวสู่วัยเป็นนักรบโมแรนอย่างเต็มตัว,เด็กหนุ่มชาวมาไซยังคงได้จับหอกพุ่งเพื่อพิสูจน์ความพร้อมเป็นนักรบ เพียงแต่ไม่ได้พุ่งหอกใส่สิงโตอีกแล้ว พวกเขาแข่งกันว่าใครจะขว้างหอกออกไปได้ไกลกว่ากัน,ทิปาเป เลกาตู หนุ่มมาไซวัย 20 ปี ผู้ชนะ เจ้าของสถิติพุ่งหอกไกล 55.7 เมตร บอกว่า เงินรางวัลที่ได้จะไม่ใช้จ่ายเพื่อการศึกษาวิชาจัดการท่องเที่ยวของผม แต่ผมยินดีมากที่มันจะช่วยให้ชุมชนตระหนักถึงผลร้ายของการล่าสิงโต,ขณะที่ เดวิด รูดิชา เจ้าของเหรียญทองมาไซโอลิมปิกถึงสองสมัย สถิติ 800 เมตร กล่าวว่า การแข่งขันรายการนี้คือการต่อสู้เพื่อให้การฆ่าสิงโตลดน้อยลง,ประชากรสิงโตทั่วทวีปแอฟริกาที่เคยมีอยู่ 100,000 ตัว แต่ในช่วง 20-30 ปีที่ผ่านมาจนถึงปัจจุบัน จำนวนพวกมันลดลงเหลือเพียง 25,000 ตัวเท่านั้น จนเกิดวิตกว่ามันจะสูญพันธุ์ในอีกไม่ช้าไม่นาน.",1.0
51,"สำนักข่าวต่างประเทศรายงานวันที่ 6 ก.ค. ว่า เมโทร สื่อดังของอังกฤษ แนะนำ อันโตนิโอ คอนเต ผู้จัดการทีม สิงโตน้ำเงิน เชลซี คว้าตัว 3 กองหน้าชื่อดัง มาร่วมทีม หากชวดคว้าตัว โลเมลู ลูกากู ดาวยิงทีมชาติเบลเยียมของ ทอฟฟี่สีน้ำเงิน เอฟเวอร์ตัน,คอนเต กำลังมองหากองหน้าระดับท็อปเข้ามาสู่ทีม หลังจากแจ้ง ดีเอโก คอสตา ดาวยิงสูงสุดของสโมสรในฤดูกาลที่ผ่านมา ว่าไม่ได้อยู่ในแผนการทำทีมฤดูกาลหน้า โดยเป้าหมายสำคัญของกุนซือชาวอิตาลีคือ โลเมลู ลูกากู กองหน้าของเอฟเวอร์ตัน อย่างไรก็ตามเป็นที่เชื่อกันว่า ลูกากู ใกล้ที่จะย้ายไปร่วมทีมแมนเชสเตอร์ ยูไนเต็ด หลังตกลงค่าตัวกันได้แล้วที่ 75 ล้านปอนด์,ซึ่งรายงานข่าวล่าสุดจาก เมโทร สื่อดังของอังกฤษ แนะนำว่า หาก เชลซี พลาดพลาดได้ตัว ลูกากู ขึ้นมาจริงๆ คอนเตควรจะคว้าตัว อันเดรีย เบลอตติ กองหน้าของโตริโน,ปิแอร์ เอเมอริค โอบาเมยอง กองหน้าของโบรุสเซีย ดอร์ทมุนด์ หรือ อัลบาโร โมราตา กองหน้าของ เรอัล มาดริด มาร่วมทีม เนื่องจากทั้ง 3 คน ต่างทำประตูได้อย่างมากมายในฤดูกาลที่ผ่านมา,คลิกชมคลิปเบลอตติ,คลิกชมคลิปโมราตา,คลิกชมคลิปโอบาเมยอง","สำนักข่าวต่างประเทศรายงานวันที่ 6 กรกฎาคมว่า เมโทร สื่อดังของอังกฤษ แนะนำให้ อันโตนิโอ คอนเต ผู้จัดการทีม สิงโตน้ำเงิน เชลซี พิจารณาคว้าตัว 3 กองหน้าชื่อดัง มาร่วมทีม หากไม่สามารถคว้าตัว โลเมลู ลูกากู ดาวยิงทีมชาติเบลเยียมของ ทอฟฟี่สีน้ำเงิน เอฟเวอร์ตัน ได้ คอนเต กำลังมองหากองหน้าระดับท็อปเข้ามาสู่ทีม หลังจากแจ้ง ดีเอโก คอสตา ดาวยิงสูงสุดของสโมสรในฤดูกาลที่ผ่านมา ว่าไม่ได้อยู่ในแผนการทำทีมฤดูกาลหน้า เป้าหมายสำคัญของกุนซือชาวอิตาลีคือ โลเมลู ลูกากู กองหน้าของเอฟเวอร์ตัน อย่างไรก็ตามเป็นที่เชื่อกันว่า ลูกากู ใกล้ที่จะย้ายไปร่วมทีมแมนเชสเตอร์ ยูไนเต็ด หลังตกลงค่าตัวกันได้แล้วที่ 75 ล้านปอนด์ หาก เชลซี พลาดพลาดได้ตัว ลูกากู ขึ้นมาจริงๆ คอนเตควรจะคว้าตัว อันเดรีย เบลอตติ กองหน้าของโตริโน,ปิแอร์ เอเมอริค โอบาเมยอง กองหน้าของโบรุสเซีย ดอร์ทมุนด์ หรือ อัลบาโร โมราตา กองหน้าของ เรอัล มาดริด มาร่วมทีม เนื่องจากทั้ง 3 คน ต่างทำประตูได้อย่างมากมายในฤดูกาลที่ผ่านมา",1.0
52,เมื่อ 12 มี.ค. นายแอนโธนี เทรนกา ผู้พิพากษาศาลกลางในเมืองอเลกซานเดรีย รัฐเวอร์จิเนีย ในสหรัฐฯ สั่งให้เชลซี แมนนิง อดีตนักวิเคราะห์ข่าวกรองของกองทัพสหรัฐฯที่กลายเป็นสตรีข้ามเพศ ผู้ส่งต่อข้อมูลที่เป็นความลับของกองทัพสหรัฐฯไปให้กับเว็บไซต์วิกิลีกส์ ควรได้รับการปล่อยตัวจากเรือนจำ ซึ่งถูกกักขังตั้งแต่เดือน พ.ค.ปีกลายจากกรณีที่ไม่ให้ความร่วมมือกับคณะลูกขุนใหญ่ในการไต่สวนคดีวิกิลีกส์ทันที หลังคณะลูกขุนใหญ่สิ้นสุดการพิจารณานอกจากนี้ นายเทรนกายังปฏิเสธคำร้องของแมนนิงที่ให้ยกเลิกการจ่ายค่าปรับที่ไม่ยอมไปให้การในชั้นศาล ซึ่งเป็นเงินค่าปรับจำนวนทั้งสิ้น 256000 เหรียญสหรัฐฯ หรือราว 8 ล้านบาท ส่วนการพิจารณาฝากขังที่มีกำหนดในวันรุ่งขึ้นก็ให้มีคำสั่งยกเลิก ก่อนหน้านี้ แมนนิงพยายามฆ่าตัวตายแต่ได้รับการช่วยเหลือและถูกนำตัวส่งโรงพยาบาล อาการเริ่มดีขึ้น โดยแมนนิงเชื่อว่าคณะลูกขุนใหญ่ใช้อำนาจในทางมิชอบและเธอยอมอดตายดีกว่าไปให้ปากคำ.,"สรุปข้อความ: เมื่อวันที่ 12 มีนาคม นายแอนโธนี เทรนกา ผู้พิพากษาศาลกลางในเมืองอเลกซานเดรีย รัฐเวอร์จิเนีย ได้สั่งให้เชลซี แมนนิง อดีตนักวิเคราะห์ข่าวกรองของกองทัพสหรัฐฯที่กลายเป็นสตรีข้ามเพศ ได้รับการปล่อยตัวจากเรือนจำ หลังจากถูกกักขังตั้งแต่เดือนพฤษภาคมปีที่แล้ว เนื่องจากไม่ให้ความร่วมมือกับคณะลูกขุนใหญ่ในการไต่สวนคดีวิกิลีกส์ นอกจากนี้ นายเทรนกายังปฏิเสธคำร้องของแมนนิงที่ให้ยกเลิกการจ่ายค่าปรับ 256,000 เหรียญสหรัฐฯ และยกเลิกการพิจารณาฝากขังที่มีกำหนดในวันรุ่งขึ้น ก่อนหน้านี้ แมนนิงพยายามฆ่าตัวตายแต่ได้รับการช่วยเหลือและถูกนำตัวส่งโรงพยาบาล อาการเริ่มดีขึ้น โดยแมนนิงเชื่อว่าคณะลูกขุนใหญ่ใช้อำนาจในทางมิชอบและเธอยอมอดตายดีกว่าไปให้ปากคำ.",0.6
53,ปัตตานี-12 พ.ค.48พ.อ.สมควร แสงภัทรเนตร โฆษกกองอำนวยการเสริมสร้างสันติสุขจังหวัดชายแดนภาคใต้ (กอ.สสส.จชต.) ยืนยันว่า ผู้ปกครองและนักศึกษามหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี ไม่ใช่เป้าหมายของการก่อการร้ายในพื้นที่ 3 จังหวัดชายแดนภาคใต้แต่อย่างใด เราติดตามข่าวกรองทางทหาร ซึ่งมีกระบวนการวงรอบข่าวกรองเป็นระบบเดียวที่ใช้อยู่ทั่วโลก เราพบว่า ในห้วงที่ผ่านมานักศึกษาไม่ใช่เป้าหมายของการก่อความไม่สงบ ซึ่งเป็นเรื่องที่น่ายินดีว่า บ้าน เมืองเรานั้นยังไม่ถึงขั้นขนาดนั้น ไม่เคยมีข่าวว่า กลุ่มผู้ก่อความไม่สงบมีเป้าหมายขยายไปถึงกลุ่มนักศึกษา พ.อ.สมควร กล่าว เมื่อเป็นเช่นนี้ จึงขอให้ผู้ปกครองและนักศึกษาไม่ต้องวิตกกังวลในการศึกษาเล่าเรียน เพราะหากมีการทำร้ายนักศึกษาก็จะผลเสียทางการเมืองต่อกลุ่มผู้ก่อความไม่สงบในการแย่งชิงมวลชน แต่สิ่งที่นักศึกษาต้องระวังคือ การที่อาจจะถูกลูกหลง โดยเฉพาะกรณีการลอบวางระเบิดในที่ชุมนุมชน ซึ่งจะต้องระมัดระวังเป็นอย่างมาก แต่เรื่องการที่จะใช้อาวุธทำร้ายนักศึกษานั้น ไม่มีแน่นอน ขอให้นักศึกษาสบายใจได้ ,ปัตตานี-12 พ.ค.48 พ.อ.สมควร แสงภัทรเนตร โฆษกกอ.สสส.จชต. ยืนยันว่า ผู้ปกครองและนักศึกษามหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี ไม่ใช่เป้าหมายของการก่อการร้ายในพื้นที่ 3 จังหวัดชายแดนภาคใต้ ข่าวกรองทางทหารพบว่า นักศึกษาไม่ใช่เป้าหมายของการก่อความไม่สงบ ขอให้ผู้ปกครองและนักศึกษาไม่ต้องวิตกกังวลในการศึกษาเล่าเรียน หากมีการทำร้ายนักศึกษาจะส่งผลเสียทางการเมืองต่อกลุ่มผู้ก่อความไม่สงบในการแย่งชิงมวลชน นักศึกษาควรระวังการถูกลูกหลงจากการลอบวางระเบิดในที่ชุมนุมชน แต่การใช้อาวุธทำร้ายนักศึกษานั้นไม่มีแน่นอน ขอให้นักศึกษาสบายใจได้,0.42857142857142855
54,นราธิวาส-5 ม.ค.48พล.ต.ต.กมล โพธิยพ ผบก.ภจว.นราธิวาส กล่าวว่า ได้สั่งเสริมกำลังเจ้าหน้าที่ตำรวจภูธรที่ปฏิบัติหน้าที่ในพื้นที่ภาค 1 - ภาค 8 มาปฏิบัติหน้าที่ตาม สภ.อ.และ สภ.ต.ต่าง ๆ ในพื้นที่ 3 จังหวัดชาย แดนภาคใต้ เพื่อเสริมเจ้าหน้าที่กองกำลังฝ่ายต่าง ๆ ที่ปฏิบัติหน้าที่เดิมอยู่แล้ว สภ.อ. และ สภ.ต. ละ 12 นาย หรือ 1 หมวด ทั้งนี้การระดมกำลังดังกล่าวเป็นไปตามแผนการรักษาความสงบในพื้นที่ จ.นราธิวาส หลังกลุ่มผู้ไม่หวังดีได้ข่มขู่จะเปิดแผนตอบโต้ทางการช่วงวันที่ 25 ธันวาคม 47 - 15 มกราคม 2548 โดยมุ่งเป้าสถานที่สำคัญ ๆ รวมถึงแหล่งชุมชนในพื้นที่เป้าหมาย อ.เมือง อำเภอสุไหงโก-ลก และอำเภอตากใบ จ.นราธิวาส เพื่อความไม่ประมาท พล.ต.ต.กมล กล่าวว่า เจ้าหน้าที่กองกำลังผสมตำรวจ ทหาร และฝ่ายปกครอง ในพื้นที่ จ.นราธิวาส ยังคงระดมกำลังกันคุมเข้มทั้งภาคพื้นที่ดินและน่านฟ้า โดยเมื่อคืนที่ผ่านมา (4 ม.ค.) มีเฮลิคอปเตอร์ของกองทัพภาค 4 บินลาดตระเวนทั้ง 13 อำเภอ โดยเฉพาะอำเภอซึ่งตั้งอยู่ในพื้นที่ป่าเขา และทุรกันดาร ,"พล.ต.ต.กมล โพธิยพ ผบก.ภจว.นราธิวาส ได้สั่งเสริมกำลังเจ้าหน้าที่ตำรวจภูธรในพื้นที่ภาค 1 - ภาค 8 เพื่อปฏิบัติหน้าที่ใน สภ.อ.และ สภ.ต.ต่าง ๆ ใน 3 จังหวัดชายแดนภาคใต้ โดยมีการระดมกำลัง 1 หมวด (12 นาย) เพื่อเสริมเจ้าหน้าที่กองกำลังฝ่ายต่าง ๆ ที่ปฏิบัติหน้าที่เดิมอยู่แล้ว การระดมกำลังนี้เป็นไปตามแผนการรักษาความสงบในพื้นที่ จ.นราธิวาส หลังจากกลุ่มผู้ไม่หวังดีข่มขู่จะเปิดแผนตอบโต้ในช่วงวันที่ 25 ธันวาคม 47 - 15 มกราคม 2548 โดยมุ่งเป้าสถานที่สำคัญและแหล่งชุมชนในพื้นที่เป้าหมาย อ.เมือง, อำเภอสุไหงโก-ลก และอำเภอตากใบ จ.นราธิวาส เพื่อความไม่ประมาท เจ้าหน้าที่กองกำลังผสมตำรวจ ทหาร และฝ่ายปกครอง ในพื้นที่ จ.นราธิวาส ยังคงระดมกำลังกันคุมเข้มทั้งภาคพื้นที่ดินและน่านฟ้า โดยเมื่อคืนที่ผ่านมา (4 ม.ค.) มีเฮลิคอปเตอร์ของกองทัพภาค 4 บินลาดตระเวนทั้ง 13 อำเภอ โดยเฉพาะอำเภอซึ่งตั้งอยู่ในพื้นที่ป่าเขาและทุรกันดาร",0.0
